YEAR,COUNTY,MSSA_ID,MSSA_NAME,MSSA_TYPE,Race_ethnicity,Population,Adolescent_births,Indicator,Annotation,Indicator_rate,Indicator_ll,Indicator_ul
2010-2012,San Francisco,162e,Golden Gate Park/Parkside/Sunset/West Portal,Urban,ALL,5379,,PBHP,2,0,,
2010-2012,San Francisco,162e,Golden Gate Park/Parkside/Sunset/West Portal,Urban,BLACK,64,,ABR,2,,,
2010-2012,San Francisco,162e,Golden Gate Park/Parkside/Sunset/West Portal,Urban,BLACK,64,,PRB,2,0,,
2010-2012,San Francisco,162e,Golden Gate Park/Parkside/Sunset/West Portal,Urban,BLACK,64,,PBHP,2,0,,
2010-2012,San Francisco,162e,Golden Gate Park/Parkside/Sunset/West Portal,Urban,HISP,372,,ABR,2,,,
2010-2012,San Francisco,162e,Golden Gate Park/Parkside/Sunset/West Portal,Urban,HISP,372,,PRB,2,0,,
2010-2012,San Francisco,162e,Golden Gate Park/Parkside/Sunset/West Portal,Urban,HISP,372,,PBHP,2,0,,
2010-2012,San Francisco,162g,Buena Vista/Castro/Eureka Valley/Forest Hill/Haight-Ashbury/Noe Valley/West of Twin Peaks,Urban,ASIAN,765,,ABR,2,,,
2010-2012,San Francisco,162g,Buena Vista/Castro/Eureka Valley/Forest Hill/Haight-Ashbury/Noe Valley/West of Twin Peaks,Urban,ASIAN,765,,PRB,2,0,,
2010-2012,San Francisco,162g,Buena Vista/Castro/Eureka Valley/Forest Hill/Haight-Ashbury/Noe Valley/West of Twin Peaks,Urban,ASIAN,765,,PBHP,2,0,,
2010-2012,San Francisco,162g,Buena Vista/Castro/Eureka Valley/Forest Hill/Haight-Ashbury/Noe Valley/West of Twin Peaks,Urban,WHITE,1639,,ABR,2,,,
2010-2012,San Francisco,162g,Buena Vista/Castro/Eureka Valley/Forest Hill/Haight-Ashbury/Noe Valley/West of Twin Peaks,Urban,WHITE,1639,,PRB,2,0,,
2010-2012,San Francisco,162g,Buena Vista/Castro/Eureka Valley/Forest Hill/Haight-Ashbury/Noe Valley/West of Twin Peaks,Urban,WHITE,1639,,PBHP,2,0,,
2010-2012,San Francisco,162h,Laurel Heights/Ocean Beach North/Richmond/Sutro Heights,Urban,BLACK,214,,ABR,2,,,
2010-2012,San Francisco,162h,Laurel Heights/Ocean Beach North/Richmond/Sutro Heights,Urban,BLACK,214,,PRB,2,0,,
2010-2012,San Francisco,162h,Laurel Heights/Ocean Beach North/Richmond/Sutro Heights,Urban,BLACK,214,,PBHP,2,0,,
2010-2012,San Francisco,162h,Laurel Heights/Ocean Beach North/Richmond/Sutro Heights,Urban,WHITE,2440,,ABR,2,,,
2010-2012,San Francisco,162h,Laurel Heights/Ocean Beach North/Richmond/Sutro Heights,Urban,WHITE,2440,,PRB,2,0,,
2010-2012,San Francisco,162h,Laurel Heights/Ocean Beach North/Richmond/Sutro Heights,Urban,WHITE,2440,,PBHP,2,0,,
2010-2012,San Joaquin,164.1,Lathrop/Manteca,Urban,BLACK,453,,ABR,2,,,
2010-2012,San Joaquin,164.1,Lathrop/Manteca,Urban,BLACK,453,,PRB,2,0,,
2010-2012,San Joaquin,164.1,Lathrop/Manteca,Urban,BLACK,453,,PBHP,2,0,,
2010-2012,San Joaquin,164.2,Banta/Escalon/Ripon/Vernalis,Rural,BLACK,131,,ABR,2,,,
2010-2012,San Joaquin,164.2,Banta/Escalon/Ripon/Vernalis,Rural,BLACK,131,,PRB,2,0,,
2010-2012,San Joaquin,164.2,Banta/Escalon/Ripon/Vernalis,Rural,BLACK,131,,PBHP,2,0,,
2010-2012,San Joaquin,165,Farmington/Linden,Rural,HISP,224,,ABR,2,,,
2010-2012,San Joaquin,165,Farmington/Linden,Rural,HISP,224,,PRB,2,0,,
2010-2012,San Joaquin,165,Farmington/Linden,Rural,HISP,224,,PBHP,2,0,,
2010-2012,San Joaquin,165,Farmington/Linden,Rural,WHITE,324,,ABR,2,,,
2010-2012,San Joaquin,165,Farmington/Linden,Rural,WHITE,324,,PRB,2,0,,
2010-2012,San Joaquin,165,Farmington/Linden,Rural,WHITE,324,,PBHP,2,0,,
2010-2012,San Joaquin,166,Lodi,Urban,BLACK,122,,ABR,2,,,
2010-2012,San Joaquin,168,South Woodbridge/Thornton,Rural,ASIAN,301,,ABR,2,,,
2010-2012,San Joaquin,168,South Woodbridge/Thornton,Rural,ASIAN,301,,PRB,2,0,,
2010-2012,San Joaquin,168,South Woodbridge/Thornton,Rural,ASIAN,301,,PBHP,2,0,,
2010-2012,San Joaquin,168,South Woodbridge/Thornton,Rural,BLACK,146,,ABR,2,,,
2010-2012,San Joaquin,168,South Woodbridge/Thornton,Rural,BLACK,146,,PRB,2,0,,
2010-2012,San Joaquin,168,South Woodbridge/Thornton,Rural,BLACK,146,,PBHP,2,0,,
2010-2012,Contra Costa,17,Brentwood East/Byron/Discovery Bay/Knightsen,Urban,ASIAN,346,,ABR,2,,,
2010-2012,Contra Costa,17,Brentwood East/Byron/Discovery Bay/Knightsen,Urban,ASIAN,346,,PRB,2,0,,
2010-2012,Contra Costa,17,Brentwood East/Byron/Discovery Bay/Knightsen,Urban,ASIAN,346,,PBHP,2,0,,
2010-2012,San Luis Obispo,171,Arroyo Grande/Nipomo/Oceano/Pismo Beach,Rural,ASIAN,141,,ABR,2,,,
2010-2012,San Luis Obispo,171,Arroyo Grande/Nipomo/Oceano/Pismo Beach,Rural,ASIAN,141,,PRB,2,0,,
2010-2012,San Luis Obispo,171,Arroyo Grande/Nipomo/Oceano/Pismo Beach,Rural,ASIAN,141,,PBHP,2,0,,
2010-2012,San Luis Obispo,172,San Luis Obispo,Rural,ASIAN,850,,ABR,2,,,
2010-2012,San Luis Obispo,172,San Luis Obispo,Rural,ASIAN,850,,PRB,2,0,,
2010-2012,San Luis Obispo,172,San Luis Obispo,Rural,ASIAN,850,,PBHP,2,,,
2010-2012,San Luis Obispo,173,El Paso de Robles/Lake Nacimiento/San Miguel/Shandon,Rural,BLACK,98,,ABR,2,,,
2010-2012,San Luis Obispo,173,El Paso de Robles/Lake Nacimiento/San Miguel/Shandon,Rural,BLACK,98,,PRB,2,0,,
2010-2012,San Luis Obispo,173,El Paso de Robles/Lake Nacimiento/San Miguel/Shandon,Rural,BLACK,98,,PBHP,2,0,,
2010-2012,San Mateo,175.1,El Granada/Half Moon Bay/Miramar/Montara/Moss Beach/Princeton by the Sea/Skyline,Rural,WHITE,1173,,ABR,2,,,
2010-2012,San Mateo,175.1,El Granada/Half Moon Bay/Miramar/Montara/Moss Beach/Princeton by the Sea/Skyline,Rural,WHITE,1173,,PRB,2,0,,
2010-2012,San Mateo,175.1,El Granada/Half Moon Bay/Miramar/Montara/Moss Beach/Princeton by the Sea/Skyline,Rural,WHITE,1173,,PBHP,2,0,,
2010-2012,San Mateo,175.2,La Honda/Loma Mar/Pescadero/San Gregorio/Sky Londa,Rural,ALL,270,,ABR,2,,,
2010-2012,San Mateo,175.2,La Honda/Loma Mar/Pescadero/San Gregorio/Sky Londa,Rural,ALL,270,,PRB,2,,,
2010-2012,San Mateo,175.2,La Honda/Loma Mar/Pescadero/San Gregorio/Sky Londa,Rural,ALL,270,,PBHP,2,0,,
2010-2012,San Mateo,175.3,Pacifica/Rockaway Beach/San Pedro Terrace/Sharp Park/Vallemar,Urban,ASIAN,549,,ABR,2,,,
2010-2012,San Mateo,175.3,Pacifica/Rockaway Beach/San Pedro Terrace/Sharp Park/Vallemar,Urban,ASIAN,549,,PRB,2,0,,
2010-2012,San Mateo,175.3,Pacifica/Rockaway Beach/San Pedro Terrace/Sharp Park/Vallemar,Urban,ASIAN,549,,PBHP,2,0,,
2010-2012,San Mateo,175.3,Pacifica/Rockaway Beach/San Pedro Terrace/Sharp Park/Vallemar,Urban,BLACK,89,,ABR,2,,,
2010-2012,San Mateo,175.3,Pacifica/Rockaway Beach/San Pedro Terrace/Sharp Park/Vallemar,Urban,BLACK,89,,PRB,2,0,,
2010-2012,San Mateo,175.3,Pacifica/Rockaway Beach/San Pedro Terrace/Sharp Park/Vallemar,Urban,BLACK,89,,PBHP,2,0,,
2010-2012,San Mateo,176a,Brisbane/Burlingame Northeast/Colma/Daly City East/Millbrae East/San Bruno/South San Francisco,Urban,ASIAN,2334,,ABR,2,,,
2010-2012,San Mateo,176a,Brisbane/Burlingame Northeast/Colma/Daly City East/Millbrae East/San Bruno/South San Francisco,Urban,ASIAN,2334,,PRB,2,0,,
2010-2012,San Mateo,176a,Brisbane/Burlingame Northeast/Colma/Daly City East/Millbrae East/San Bruno/South San Francisco,Urban,ASIAN,2334,,PBHP,2,0,,
2010-2012,San Mateo,176c,Atherton/Lindenwood/Menlo Oaks/Menlo Park/Redwood City Central/Sharon Heights/West Menlo Park/Woodside/Woodside Hills,Urban,BLACK,92,,ABR,2,,,
2010-2012,San Mateo,176c,Atherton/Lindenwood/Menlo Oaks/Menlo Park/Redwood City Central/Sharon Heights/West Menlo Park/Woodside/Woodside Hills,Urban,BLACK,92,,PRB,2,0,,
2010-2012,Sonoma,209.2,Two Rock/Valley Ford,Rural,WHITE,1006,,ABR,2,,,
2010-2012,San Mateo,176c,Atherton/Lindenwood/Menlo Oaks/Menlo Park/Redwood City Central/Sharon Heights/West Menlo Park/Woodside/Woodside Hills,Urban,BLACK,92,,PBHP,2,0,,
2010-2012,San Mateo,176f,Foster City/Redwood Shores/San Mateo East,Urban,ASIAN,1239,,ABR,2,,,
2010-2012,San Mateo,176f,Foster City/Redwood Shores/San Mateo East,Urban,ASIAN,1239,,PRB,2,0,,
2010-2012,San Mateo,176f,Foster City/Redwood Shores/San Mateo East,Urban,ASIAN,1239,,PBHP,2,0,,
2010-2012,San Mateo,176f,Foster City/Redwood Shores/San Mateo East,Urban,BLACK,225,,ABR,2,,,
2010-2012,San Mateo,176f,Foster City/Redwood Shores/San Mateo East,Urban,BLACK,225,,PRB,2,0,,
2010-2012,San Mateo,176f,Foster City/Redwood Shores/San Mateo East,Urban,BLACK,225,,PBHP,2,0,,
2010-2012,San Mateo,176g,Belmont/Devonshire/Emerald Lake/Farm Hills/Palomar Park/San Carlos West/The Highlands,Urban,WHITE,4063,,ABR,2,,,
2010-2012,San Mateo,176g,Belmont/Devonshire/Emerald Lake/Farm Hills/Palomar Park/San Carlos West/The Highlands,Urban,WHITE,4063,,PRB,2,0,,
2010-2012,San Mateo,176g,Belmont/Devonshire/Emerald Lake/Farm Hills/Palomar Park/San Carlos West/The Highlands,Urban,WHITE,4063,,PBHP,2,0,,
2010-2012,Santa Barbara,178.1,Buellton/Los Olivos/Santa Ynez/Solvang,Rural,WHITE,1093,,ABR,2,,,
2010-2012,Santa Barbara,178.1,Buellton/Los Olivos/Santa Ynez/Solvang,Rural,WHITE,1093,,PRB,2,0,,
2010-2012,Santa Barbara,178.1,Buellton/Los Olivos/Santa Ynez/Solvang,Rural,WHITE,1093,,PBHP,2,0,,
2010-2012,Santa Barbara,178.2,Los Alamos,Rural,WHITE,382,,ABR,2,,,
2010-2012,Santa Barbara,178.2,Los Alamos,Rural,WHITE,382,,PRB,2,,,
2010-2012,Santa Barbara,178.2,Los Alamos,Rural,WHITE,382,,PBHP,2,0,,
2010-2012,Santa Barbara,179,Lompoc/Mission Hills/Vandenberg,Rural,ASIAN,232,,ABR,2,,,
2010-2012,Santa Barbara,179,Lompoc/Mission Hills/Vandenberg,Rural,ASIAN,232,,PRB,2,,,
2010-2012,Santa Barbara,179,Lompoc/Mission Hills/Vandenberg,Rural,ASIAN,232,,PBHP,2,,,
2010-2012,Santa Barbara,179,Lompoc/Mission Hills/Vandenberg,Rural,BLACK,233,,ABR,2,,,
2010-2012,Santa Barbara,179,Lompoc/Mission Hills/Vandenberg,Rural,BLACK,233,,PRB,2,,,
2010-2012,Santa Barbara,179,Lompoc/Mission Hills/Vandenberg,Rural,BLACK,233,,PBHP,2,,,
2010-2012,Santa Barbara,180.1,Orcutt/Santa Maria,Urban,ASIAN,548,,ABR,2,,,
2010-2012,Santa Barbara,180.1,Orcutt/Santa Maria,Urban,ASIAN,548,,PRB,2,0,,
2010-2012,Santa Barbara,180.1,Orcutt/Santa Maria,Urban,ASIAN,548,,PBHP,2,,,
2010-2012,Santa Barbara,180.1,Orcutt/Santa Maria,Urban,BLACK,165,,ABR,2,,,
2010-2012,Santa Barbara,180.1,Orcutt/Santa Maria,Urban,BLACK,165,,PRB,2,0,,
2010-2012,Santa Barbara,180.1,Orcutt/Santa Maria,Urban,BLACK,165,,PBHP,2,,,
2010-2012,Santa Barbara,180.2,Guadalupe,Rural,WHITE,67,,ABR,2,,,
2010-2012,Santa Barbara,180.2,Guadalupe,Rural,WHITE,67,,PRB,2,,,
2010-2012,Santa Barbara,180.2,Guadalupe,Rural,WHITE,67,,PBHP,2,0,,
2010-2012,Santa Barbara,181b,Goleta North/Mission Canyon/Montecito/Riviera/Santa Barbara North,Urban,BLACK,80,,ABR,2,,,
2010-2012,Santa Barbara,181b,Goleta North/Mission Canyon/Montecito/Riviera/Santa Barbara North,Urban,BLACK,80,,PRB,2,0,,
2010-2012,Santa Barbara,181b,Goleta North/Mission Canyon/Montecito/Riviera/Santa Barbara North,Urban,BLACK,80,,PBHP,2,,,
2010-2012,Santa Clara,182,Gilroy/Morgan Hill/Rucker/San Martin,Rural,ASIAN,618,,ABR,2,,,
2010-2012,Santa Clara,182,Gilroy/Morgan Hill/Rucker/San Martin,Rural,ASIAN,618,,PRB,2,0,,
2010-2012,Santa Clara,182,Gilroy/Morgan Hill/Rucker/San Martin,Rural,ASIAN,618,,PBHP,2,0,,
2010-2012,Santa Clara,182,Gilroy/Morgan Hill/Rucker/San Martin,Rural,BLACK,163,,ABR,2,,,
2010-2012,Santa Clara,182,Gilroy/Morgan Hill/Rucker/San Martin,Rural,BLACK,163,,PRB,2,0,,
2010-2012,Santa Clara,182,Gilroy/Morgan Hill/Rucker/San Martin,Rural,BLACK,163,,PBHP,2,,,
2010-2012,Santa Clara,183a,Los Altos/Los Altos Hills/Palo Alto Central/Stanford,Urban,BLACK,400,,ABR,2,,,
2010-2012,Santa Clara,183a,Los Altos/Los Altos Hills/Palo Alto Central/Stanford,Urban,BLACK,400,,PRB,2,0,,
2010-2012,Santa Clara,183a,Los Altos/Los Altos Hills/Palo Alto Central/Stanford,Urban,BLACK,400,,PBHP,2,0,,
2010-2012,Santa Clara,183a,Los Altos/Los Altos Hills/Palo Alto Central/Stanford,Urban,WHITE,7209,,ABR,2,,,
2010-2012,Santa Clara,183a,Los Altos/Los Altos Hills/Palo Alto Central/Stanford,Urban,WHITE,7209,,PRB,2,0,,
2010-2012,Santa Clara,183a,Los Altos/Los Altos Hills/Palo Alto Central/Stanford,Urban,WHITE,7209,,PBHP,2,0,,
2010-2012,Santa Clara,183d,Downtown San Jose,Urban,ASIAN,1912,,ABR,2,,,
2010-2012,Santa Clara,183d,Downtown San Jose,Urban,ASIAN,1912,,PRB,2,,,
2010-2012,Santa Clara,183d,Downtown San Jose,Urban,ASIAN,1912,,PBHP,2,,,
2010-2012,Santa Clara,183f,Cupertino/Rancho Rinconada/San Jose West/Saratoga,Urban,ASIAN,7622,,ABR,2,,,
2010-2012,Santa Clara,183f,Cupertino/Rancho Rinconada/San Jose West/Saratoga,Urban,ASIAN,7622,,PRB,2,0,,
2010-2012,Santa Clara,183f,Cupertino/Rancho Rinconada/San Jose West/Saratoga,Urban,ASIAN,7622,,PBHP,2,0,,
2010-2012,Santa Clara,183f,Cupertino/Rancho Rinconada/San Jose West/Saratoga,Urban,WHITE,3260,,ABR,2,,,
2010-2012,Santa Clara,183f,Cupertino/Rancho Rinconada/San Jose West/Saratoga,Urban,WHITE,3260,,PRB,2,0,,
2010-2012,Santa Clara,183f,Cupertino/Rancho Rinconada/San Jose West/Saratoga,Urban,WHITE,3260,,PBHP,2,0,,
2010-2012,Santa Clara,183g,Cambrian Village East/San Jose South Central,Urban,ASIAN,1226,,ABR,2,,,
2010-2012,Santa Clara,183g,Cambrian Village East/San Jose South Central,Urban,ASIAN,1226,,PRB,2,,,
2010-2012,Santa Clara,183g,Cambrian Village East/San Jose South Central,Urban,ASIAN,1226,,PBHP,2,0,,
2010-2012,Santa Clara,183g,Cambrian Village East/San Jose South Central,Urban,BLACK,229,,ABR,2,,,
2010-2012,Santa Clara,183g,Cambrian Village East/San Jose South Central,Urban,BLACK,229,,PRB,2,0,,
2010-2012,Santa Clara,183g,Cambrian Village East/San Jose South Central,Urban,BLACK,229,,PBHP,2,0,,
2010-2012,Santa Clara,183i,New Almaden/San Jose Southwest,Urban,BLACK,291,,ABR,2,,,
2010-2012,Santa Clara,183i,New Almaden/San Jose Southwest,Urban,BLACK,291,,PRB,2,0,,
2010-2012,Santa Clara,183i,New Almaden/San Jose Southwest,Urban,BLACK,291,,PBHP,2,0,,
2010-2012,Santa Clara,183j,San Jose Northwest,Urban,ASIAN,721,,ABR,2,,,
2010-2012,Santa Clara,183j,San Jose Northwest,Urban,ASIAN,721,,PRB,2,0,,
2010-2012,Santa Clara,183j,San Jose Northwest,Urban,ASIAN,721,,PBHP,2,0,,
2010-2012,Santa Clara,183j,San Jose Northwest,Urban,BLACK,226,,ABR,2,,,
2010-2012,Santa Clara,183j,San Jose Northwest,Urban,BLACK,226,,PRB,2,0,,
2010-2012,Santa Clara,183j,San Jose Northwest,Urban,BLACK,226,,PBHP,2,,,
2010-2012,Santa Clara,183l,Alviso/Palo Alto Bayshore/Santa Clara Northwest/Sunnyvale North,Urban,ASIAN,2072,,ABR,2,,,
2010-2012,Santa Clara,183l,Alviso/Palo Alto Bayshore/Santa Clara Northwest/Sunnyvale North,Urban,ASIAN,2072,,PRB,2,0,,
2010-2012,Santa Clara,183l,Alviso/Palo Alto Bayshore/Santa Clara Northwest/Sunnyvale North,Urban,ASIAN,2072,,PBHP,2,0,,
2010-2012,Santa Clara,183m,Cambrian Village West/Campbell South/Los Gatos/Monte Sereno/San Tomas,Urban,ASIAN,932,,ABR,2,,,
2010-2012,Santa Clara,183m,Cambrian Village West/Campbell South/Los Gatos/Monte Sereno/San Tomas,Urban,ASIAN,932,,PRB,2,0,,
2010-2012,Santa Clara,183m,Cambrian Village West/Campbell South/Los Gatos/Monte Sereno/San Tomas,Urban,ASIAN,932,,PBHP,2,0,,
2010-2012,Santa Clara,183m,Cambrian Village West/Campbell South/Los Gatos/Monte Sereno/San Tomas,Urban,BLACK,163,,ABR,2,,,
2010-2012,Santa Clara,183m,Cambrian Village West/Campbell South/Los Gatos/Monte Sereno/San Tomas,Urban,BLACK,163,,PRB,2,0,,
2010-2012,Santa Clara,183m,Cambrian Village West/Campbell South/Los Gatos/Monte Sereno/San Tomas,Urban,BLACK,163,,PBHP,2,0,,
2010-2012,Santa Clara,183n,Santa Clara South and West,Urban,ASIAN,2370,,ABR,2,,,
2010-2012,Santa Clara,183n,Santa Clara South and West,Urban,ASIAN,2370,,PRB,2,,,
2010-2012,Santa Clara,183n,Santa Clara South and West,Urban,ASIAN,2370,,PBHP,2,0,,
2010-2012,Santa Clara,183o,Milpitas West/Santa Clara Northeast,Urban,BLACK,324,,ABR,2,,,
2010-2012,Santa Clara,183o,Milpitas West/Santa Clara Northeast,Urban,BLACK,324,,PRB,2,0,,
2010-2012,Santa Clara,183o,Milpitas West/Santa Clara Northeast,Urban,BLACK,324,,PBHP,2,0,,
2010-2012,Santa Cruz,184,Freedom/Watsonville,Urban,ASIAN,104,,ABR,2,,,
2010-2012,Santa Cruz,184,Freedom/Watsonville,Urban,ASIAN,104,,PRB,2,0,,
2010-2012,Santa Cruz,184,Freedom/Watsonville,Urban,ASIAN,104,,PBHP,2,,,
2010-2012,Santa Cruz,184,Freedom/Watsonville,Urban,BLACK,9,,ABR,2,,,
2010-2012,Santa Cruz,184,Freedom/Watsonville,Urban,BLACK,9,,PRB,2,0,,
2010-2012,Santa Cruz,184,Freedom/Watsonville,Urban,BLACK,9,,PBHP,2,0,,
2010-2012,Santa Cruz,185.1,Aptos/Capitola/Live Oak/Rio del Mar/Santa Cruz,Urban,ASIAN,1879,,ABR,2,,,
2010-2012,Santa Cruz,185.1,Aptos/Capitola/Live Oak/Rio del Mar/Santa Cruz,Urban,ASIAN,1879,,PRB,2,0,,
2010-2012,Santa Cruz,185.1,Aptos/Capitola/Live Oak/Rio del Mar/Santa Cruz,Urban,ASIAN,1879,,PBHP,2,,,
2010-2012,Santa Cruz,185.2,Davenport,Rural,ALL,316,,ABR,2,,,
2010-2012,Santa Cruz,185.2,Davenport,Rural,ALL,316,,PRB,2,,,
2010-2012,Santa Cruz,185.2,Davenport,Rural,ALL,316,,PBHP,2,0,,
2010-2012,Santa Cruz,185.2,Davenport,Rural,HISP,90,,ABR,2,,,
2010-2012,Santa Cruz,185.2,Davenport,Rural,HISP,90,,PRB,2,0,,
2010-2012,Santa Cruz,185.2,Davenport,Rural,HISP,90,,PBHP,2,0,,
2010-2012,Santa Cruz,185.2,Davenport,Rural,WHITE,210,,ABR,2,,,
2010-2012,Santa Cruz,185.2,Davenport,Rural,WHITE,210,,PRB,2,0,,
2010-2012,Santa Cruz,185.2,Davenport,Rural,WHITE,210,,PBHP,2,0,,
2010-2012,Santa Cruz,185.4,Boulder Creek,Rural,ALL,1263,,ABR,2,,,
2010-2012,Santa Cruz,185.4,Boulder Creek,Rural,ALL,1263,,PRB,2,,,
2010-2012,Santa Cruz,185.4,Boulder Creek,Rural,ALL,1263,,PBHP,2,0,,
2010-2012,Santa Cruz,185.4,Boulder Creek,Rural,HISP,119,,ABR,2,,,
2010-2012,Santa Cruz,185.4,Boulder Creek,Rural,HISP,119,,PRB,2,0,,
2010-2012,Santa Cruz,185.4,Boulder Creek,Rural,HISP,119,,PBHP,2,0,,
2010-2012,Santa Cruz,185.4,Boulder Creek,Rural,WHITE,1013,,ABR,2,,,
2010-2012,Santa Cruz,185.4,Boulder Creek,Rural,WHITE,1013,,PRB,2,0,,
2010-2012,Santa Cruz,185.4,Boulder Creek,Rural,WHITE,1013,,PBHP,2,0,,
2010-2012,Santa Cruz,185.5,Amesti/Corralitos/Day Valley/Interlaken/Pajaro Dunes,Rural,ASIAN,101,,ABR,2,,,
2010-2012,Santa Cruz,185.5,Amesti/Corralitos/Day Valley/Interlaken/Pajaro Dunes,Rural,ASIAN,101,,PRB,2,0,,
2010-2012,Santa Cruz,185.5,Amesti/Corralitos/Day Valley/Interlaken/Pajaro Dunes,Rural,ASIAN,101,,PBHP,2,0,,
2010-2012,Shasta,186,Anderson/Cottonwood/French Gulch/Happy Valley/Igo/Ono/Platina/Shasta,Rural,ASIAN,87,,ABR,2,,,
2010-2012,Shasta,186,Anderson/Cottonwood/French Gulch/Happy Valley/Igo/Ono/Platina/Shasta,Rural,ASIAN,87,,PRB,2,0,,
2010-2012,Shasta,186,Anderson/Cottonwood/French Gulch/Happy Valley/Igo/Ono/Platina/Shasta,Rural,ASIAN,87,,PBHP,2,,,
2010-2012,Shasta,186,Anderson/Cottonwood/French Gulch/Happy Valley/Igo/Ono/Platina/Shasta,Rural,BLACK,35,,ABR,2,,,
2010-2012,Shasta,186,Anderson/Cottonwood/French Gulch/Happy Valley/Igo/Ono/Platina/Shasta,Rural,BLACK,35,,PRB,2,0,,
2010-2012,Shasta,186,Anderson/Cottonwood/French Gulch/Happy Valley/Igo/Ono/Platina/Shasta,Rural,BLACK,35,,PBHP,2,0,,
2010-2012,Shasta,188.1,Big Bend/Montgomery Creek/Oak Run/Round Mountain,Frontier,HISP,28,,ABR,2,,,
2010-2012,Shasta,188.1,Big Bend/Montgomery Creek/Oak Run/Round Mountain,Frontier,HISP,28,,PRB,2,0,,
2010-2012,Shasta,188.1,Big Bend/Montgomery Creek/Oak Run/Round Mountain,Frontier,HISP,28,,PBHP,2,0,,
2010-2012,Shasta,189.1,Palo Cedro,Rural,HISP,56,,ABR,2,,,
2010-2012,Shasta,189.1,Palo Cedro,Rural,HISP,56,,PRB,2,,,
2010-2012,Shasta,189.1,Palo Cedro,Rural,HISP,56,,PBHP,2,0,,
2010-2012,Shasta,189.3,Bella Vista/City of Shasta Lake,Rural,ASIAN,110,,ABR,2,,,
2010-2012,Shasta,189.3,Bella Vista/City of Shasta Lake,Rural,ASIAN,110,,PRB,2,0,,
2010-2012,Shasta,189.3,Bella Vista/City of Shasta Lake,Rural,ASIAN,110,,PBHP,2,,,
2010-2012,Shasta,189.3,Bella Vista/City of Shasta Lake,Rural,HISP,242,,ABR,2,,,
2010-2012,Shasta,189.3,Bella Vista/City of Shasta Lake,Rural,HISP,242,,PRB,2,,,
2010-2012,Shasta,189.3,Bella Vista/City of Shasta Lake,Rural,HISP,242,,PBHP,2,,,
2010-2012,Contra Costa,18a,Crockett/Hercules/Martinez West/Pinole/Port Costa/Richmond Northeast/Rodeo,Urban,ASIAN,2057,,ABR,2,,,
2010-2012,Contra Costa,18a,Crockett/Hercules/Martinez West/Pinole/Port Costa/Richmond Northeast/Rodeo,Urban,ASIAN,2057,,PRB,2,0,,
2010-2012,Contra Costa,18a,Crockett/Hercules/Martinez West/Pinole/Port Costa/Richmond Northeast/Rodeo,Urban,ASIAN,2057,,PBHP,2,0,,
2010-2012,Contra Costa,18b,Concord West/Martinez East/Martinez Waterfront/Pacheco/Pleasant Hill East,Urban,ASIAN,1136,,ABR,2,,,
2010-2012,Contra Costa,18b,Concord West/Martinez East/Martinez Waterfront/Pacheco/Pleasant Hill East,Urban,ASIAN,1136,,PRB,2,0,,
2010-2012,Contra Costa,18b,Concord West/Martinez East/Martinez Waterfront/Pacheco/Pleasant Hill East,Urban,ASIAN,1136,,PBHP,2,0,,
2010-2012,Contra Costa,18c,Avon/Clyde/Concord Central/Pittsburg Southwest,Urban,ASIAN,1158,,ABR,2,,,
2010-2012,Contra Costa,18c,Avon/Clyde/Concord Central/Pittsburg Southwest,Urban,ASIAN,1158,,PRB,2,0,,
2010-2012,Contra Costa,18c,Avon/Clyde/Concord Central/Pittsburg Southwest,Urban,ASIAN,1158,,PBHP,2,0,,
2010-2012,Contra Costa,18c,Avon/Clyde/Concord Central/Pittsburg Southwest,Urban,BLACK,403,,ABR,2,,,
2010-2012,Contra Costa,18c,Avon/Clyde/Concord Central/Pittsburg Southwest,Urban,BLACK,403,,PRB,2,,,
2010-2012,Contra Costa,18c,Avon/Clyde/Concord Central/Pittsburg Southwest,Urban,BLACK,403,,PBHP,2,0,,
2010-2012,Contra Costa,18e,Brentwood Central and West/Oakley,Urban,ASIAN,1381,,ABR,2,,,
2010-2012,Contra Costa,18e,Brentwood Central and West/Oakley,Urban,ASIAN,1381,,PRB,2,0,,
2010-2012,Contra Costa,18e,Brentwood Central and West/Oakley,Urban,ASIAN,1381,,PBHP,2,0,,
2010-2012,Contra Costa,18g,El Cerrito/El Sobrante/Kensington/Richmond North/Richmond Southeast/Wildcat Canyon,Urban,ASIAN,1202,,ABR,2,,,
2010-2012,Contra Costa,18g,El Cerrito/El Sobrante/Kensington/Richmond North/Richmond Southeast/Wildcat Canyon,Urban,ASIAN,1202,,PRB,2,0,,
2010-2012,Contra Costa,18g,El Cerrito/El Sobrante/Kensington/Richmond North/Richmond Southeast/Wildcat Canyon,Urban,ASIAN,1202,,PBHP,2,0,,
2010-2012,Contra Costa,18h,Alamo/Danville/Diablo/San Ramon,Urban,ASIAN,2592,,ABR,2,,,
2010-2012,Contra Costa,18h,Alamo/Danville/Diablo/San Ramon,Urban,ASIAN,2592,,PRB,2,0,,
2010-2012,Contra Costa,18h,Alamo/Danville/Diablo/San Ramon,Urban,ASIAN,2592,,PBHP,2,0,,
2010-2012,Contra Costa,18i,Lafayette/Martinez South/Moraga/Orinda/Pleasant Hill/Rheem Valley/Rossmoor Leisure World/Walnut Creek Southwest,Urban,BLACK,234,,ABR,2,,,
